"mp_id","name","level","riding_name","riding_id","province","party","region.x","region.y","total_pop","male","female","age0m14","age15m29","age30m44","age45m59","age60m74","age75p","age18p","english","french","otherLang","income40m","income40m99","income100p","educHSB","educColl","educUniv","vote2018_CAQ","vote2018_PQ","vote2018_PLQ","vote2018_QS","vote2018_PCQ"
409,"Catherine Fournier","prov","Marie-Victorin",246,NA,"PQ",NA,"south_shore",66318,0.489611634968835,0.510388365031165,0.149033082947099,0.188908422566725,0.213361035640083,0.206648553619946,0.171567844014704,0.0704810612114432,0.82837238758708,0.0314993009293527,0.820544452668805,0.147956246401842,0.394830371567044,0.469305331179321,0.136187399030695,0.447323943661972,0.317276995305164,0.235399061032864,0.2839,0.3082,0.1521,0.2167,0
410,"Enrico Ciccone","prov","Marquette",306,NA,"PLQ",NA,"west_mtl",65763,0.489769192993943,0.510230807006057,0.159518742838435,0.180225896218694,0.210509084956621,0.230970698968735,0.157718120805369,0.0612211491242429,0.811404931862427,0.300698109994892,0.485526987910778,0.213860037459561,0.340042372881356,0.428672316384181,0.231108757062147,0.419515045281917,0.290972830850131,0.289512123867952,0.2834,0.0778,0.4299,0.1147,0.0055
411,"Simon Allaire","prov","Maskinongé",666,NA,"CAQ",NA,"mauricie",56774,0.503815355628827,0.496184644371173,0.158831841733396,0.137352802637777,0.178709373528026,0.239001413094677,0.219783325482807,0.066415449835139,0.813565638684431,0.00739126314792002,0.983890836728892,0.00881265990713541,0.329762654904432,0.459147237975215,0.211090107120353,0.444954642177176,0.396572964497704,0.15847239332512,0.4242,0.1281,0.279,0.121,0.0066
412,"Mathieu Lemay","prov","Masson",548,NA,"CAQ",NA,"lanaudiere",65808,0.495360027496133,0.504639972503867,0.201065475167555,0.17545970097955,0.225296442687747,0.221257948101048,0.143753222203128,0.0330812854442344,0.763538828337875,0.0276759210756068,0.908328968046097,0.0640824166230138,0.164261931187569,0.46881243063263,0.367147613762486,0.411897590361446,0.407164371772806,0.180938037865749,0.5305,0.1971,0.1089,0.1344,0
413,"Pascal Bérubé","prov","Matane-Matapédia",842,NA,"PQ",NA,"bas_saint_laurent",56838,0.504098729844158,0.495901270155842,0.147284028465904,0.139627060625169,0.155301324205027,0.237636248986578,0.243131249436988,0.0770200882803351,0.827297559256322,0.0050587172538392,0.992502258355917,0.0025293586269196,0.409502262443439,0.44211915535445,0.148567119155355,0.491229923922232,0.393279797125951,0.115490278951817,0.1136,0.6946,0.1127,0.0578,0.004
414,"Marie Montpetit","prov","Maurice-Richard",340,NA,"PLQ",NA,"east_mtl",68211,0.473047473200613,0.52687595712098,0.153828483920368,0.17312404287902,0.218759571209801,0.201301684532925,0.163246554364472,0.0899693721286371,0.823979018358936,0.033439744612929,0.676456504389465,0.290103750997606,0.387140902872777,0.431524547803618,0.181638546891625,0.357252737308841,0.27590263324586,0.366844629445299,0.1975,0.1913,0.2952,0.2786,0.0024
415,"François Jacques","prov","Mégantic",104,NA,"CAQ",NA,"estrie",50276,0.514807090719499,0.485297184567258,0.163295099061522,0.138477580813347,0.166840458811262,0.231386861313869,0.227424400417101,0.0725755995828989,0.806451612903226,0.0543889122217556,0.938996220075598,0.00671986560268795,0.367517401392111,0.475406032482599,0.157308584686775,0.505731373037628,0.385870919511587,0.108397707450785,0.4753,0.1255,0.1984,0.1596,0.0106
416,"Ruba Ghazal","prov","Mercier",350,NA,"QS",NA,"east_mtl",69892,0.501569686792728,0.498357304519238,0.130685551580638,0.26728480689202,0.309994889391838,0.165145652332628,0.098342702781631,0.0286194057092794,0.854018311291963,0.138763197586727,0.683333333333333,0.177978883861237,0.369752495555859,0.406673047996718,0.223164228086968,0.222894095909969,0.204585537918871,0.57252036617116,0.0804,0.1213,0.1771,0.545,0
417,"Francine Charbonneau","prov","Mille-Îles",482,NA,"PLQ",NA,"laval",60783,0.48791940578844,0.51208059421156,0.179544096303253,0.182788354819431,0.181422351233672,0.237769999146248,0.150516520105865,0.0678733031674208,0.782801569698004,0.0714538693111387,0.648840092084292,0.279617496015583,0.19013128112268,0.462652784065188,0.347668628338615,0.403329864724246,0.34474505723205,0.251925078043705,0.3167,0.1507,0.3582,0.1277,0
418,"Sylvie D'Amours","prov","Mirabel",514,NA,"CAQ",NA,"laurentides",83804,0.501013206624275,0.499056669694641,0.220669415135211,0.169310320732304,0.233386905177835,0.214101041157152,0.128712179442387,0.0338201383551114,0.747548508241185,0.0337317021427056,0.935153100912241,0.0311151969450534,0.193536739483661,0.471023650478426,0.335800686044412,0.421090387374462,0.408715925394548,0.17019368723099,0.5463,0.1811,0.0892,0.1496,0
419,"Nathalie Roy","prov","Montarville",252,NA,"CAQ",NA,"south_shore",68016,0.488220288115246,0.511779711884754,0.168517406962785,0.153211284513806,0.162665066026411,0.24234693877551,0.201230492196879,0.0720288115246098,0.79729530002956,0.0440851193654183,0.902143238502021,0.0537716421325604,0.134771386430679,0.375921828908555,0.489306784660767,0.278534692772715,0.307407741586213,0.414057565641072,0.4111,0.1614,0.2437,0.159,0
420,"Jean-François Simard","prov","Montmorency",742,NA,"CAQ",NA,"capitale_nationale",74739,0.492330117304088,0.507669882695912,0.170542097591449,0.171375026029014,0.197751093218574,0.235718747830916,0.177830221420143,0.0470604567224266,0.799241640813513,0.00761279508311217,0.966056711831261,0.0261908087721749,0.21216041397154,0.478169469598965,0.309670116429495,0.367729517114403,0.425223868106118,0.207046614779479,0.5087,0.1061,0.186,0.1314,0
421,"Pierre Arcand","prov","Mont-Royal-Outremont",336,NA,"PLQ",NA,"west_mtl",96624,0.483238526536699,0.516761473463301,0.18534268514939,0.235544264649031,0.211409951952284,0.172916551609875,0.126691334842879,0.0680399845363672,0.785342019543974,0.158797534597046,0.451447842772415,0.389754622630539,0.376925967681323,0.344732556682951,0.278090943254416,0.258423157752017,0.196868008948546,0.544708833299437,0.1351,0.1176,0.5134,0.1544,0
422,"Monsef Derraji","prov","Nelligan",312,NA,"PLQ",NA,"west_mtl",79806,0.489182158492481,0.510754393756741,0.168834464818222,0.198845250935854,0.165027599771588,0.259247509675782,0.153543556880909,0.0545650656684221,0.788714574898785,0.331206340677055,0.296211714132187,0.372514777001612,0.190308370044053,0.398590308370044,0.411277533039648,0.357639154004734,0.291517141330076,0.35084370466519,0.1717,0.0459,0.6512,0.0552,0
423,"Donald Martel","prov","Nicolet-Bécancour",150,NA,"CAQ",NA,"centre_du_quebec",51124,0.510381158971181,0.489618841028819,0.16320628034294,0.151327342216713,0.175808284268154,0.227765726681128,0.211548393760975,0.0702406776159488,0.806237218813906,0.00653391412570006,0.982991080688654,0.0105787181082763,0.348890414092885,0.467627545184168,0.184168382521162,0.459022463589237,0.405578869414959,0.135398666995803,0.5529,0.1571,0.1257,0.1234,0
424,"Kathleen Weil","prov","Notre-Dame-de-Grâce",324,NA,"PLQ",NA,"west_mtl",73265,0.476447876447877,0.523481923481923,0.166233766233766,0.199648999649,0.227869427869428,0.201053001053001,0.143067743067743,0.0617760617760618,0.803627485176142,0.393486306439674,0.254330125832717,0.352183567727609,0.386266747868453,0.372259439707674,0.241473812423873,0.283633608351574,0.225963966997811,0.490402424650615,0.0801,0.0546,0.6298,0.1184,0
425,"Gilles Bélanger","prov","Orford",120,NA,"CAQ",NA,"estrie",56690,0.498478154148257,0.501521845851743,0.144329896907217,0.129209621993127,0.154050073637703,0.2346588119784,0.260382916053019,0.0771723122238586,0.827110073901206,0.136024659441185,0.845381326439296,0.0185940141195188,0.322662173546757,0.451769165964617,0.224936815501264,0.429243658900493,0.344198324342936,0.226558016756571,0.4005,0.1238,0.2495,0.1787,0.007
426,"Mathieu Lacombe","prov","Papineau",626,NA,"CAQ",NA,"outaouais",82268,0.496859825186144,0.503140174813856,0.17947555843315,0.17740369051473,0.189834898025251,0.232308190352865,0.173389446422791,0.0475234703787634,0.787911946446962,0.0600288979377381,0.919217128595823,0.0208196505976619,0.274935084771651,0.47365205437605,0.251565602566061,0.491398358585859,0.370107323232323,0.138494318181818,0.4693,0.1058,0.2311,0.1502,0.007
427,"Chantal Rouleau","prov","Pointe-aux-Trembles",380,NA,"CAQ",NA,"east_mtl",54262,0.482326446685597,0.517575638891609,0.150494467835112,0.182414569666112,0.182316655243317,0.248115147361206,0.176441789875649,0.0601194555958093,0.822106581863737,0.0208333333333333,0.873898237179487,0.10526842948718,0.301369863013699,0.480321809088932,0.218090889323766,0.491181556195965,0.356772334293948,0.152046109510087,0.3896,0.322,0.1256,0.1486,0
428,"André Fortin","prov","Pontiac",608,NA,"PLQ",NA,"outaouais",78351,0.494388211801969,0.505542931901122,0.206293465537423,0.164153411829512,0.205811471459065,0.22316325827997,0.156028368794326,0.0444123115058872,0.757324185248714,0.326757353464853,0.572110248557795,0.101132397977352,0.218097047142117,0.418062510792609,0.363495078570195,0.415994448781334,0.299939283545841,0.284066267672825,0.2041,0.0551,0.5389,0.1074,0
429,"Vincent Caron","prov","Portneuf",714,NA,"CAQ",NA,"capitale_nationale",55523,0.505889224179889,0.494208118368539,0.166358415263312,0.143774944028035,0.183490703786625,0.228657646257179,0.209967876959019,0.0676530711574029,0.810896208349291,0.0121998828811243,0.98155377708374,0.00624634003513566,0.309636992221262,0.465859982713915,0.22428694900605,0.423916851570711,0.429989489664837,0.146093658764452,0.5431,0.0926,0.1888,0.1142,0.0096
430,"Marguerite Blais","prov","Prévost",582,NA,"CAQ",NA,"laurentides",61359,0.50323654521916,0.49676345478084,0.163306824486776,0.14582948030331,0.184760495653782,0.249583872757536,0.202052894396153,0.0546513778435362,0.80788675429727,0.0379142482681146,0.939805279910129,0.0220932409661112,0.247576906868942,0.475136957437842,0.276864728192162,0.392640070726047,0.402364902199138,0.204995027074815,0.4703,0.2447,0.1285,0.1396,0
431,"Martin Ouellet","prov","René-Lévesque",906,NA,"PQ",NA,"north",40436,0.501280956447481,0.498719043552519,0.149444918872758,0.150420885689887,0.167012321581066,0.262535073807491,0.199219226546297,0.0713675735025009,0.821759537850524,0.00577679449360865,0.938053097345133,0.0561701081612586,0.315972222222222,0.435363247863248,0.24866452991453,0.468655859991393,0.407688997274423,0.123655142734185,0.3371,0.4222,0.1279,0.1021,0
432,"Lise Lavallée","prov","Repentigny",560,NA,"CAQ",NA,"lanaudiere",67773,0.488618073120258,0.511381926879742,0.165478654096727,0.170537288265502,0.172989959377635,0.236376178431823,0.189162259523262,0.0655323062773051,0.800819485545186,0.0194401244167963,0.908786936236392,0.0716951788491446,0.202646502835539,0.450094517958412,0.347637051039698,0.41491413352925,0.385894021489577,0.199191844981174,0.4974,0.1879,0.1367,0.1487,0.0094
433,"Jean-Bernard Emond","prov","Richelieu",264,NA,"CAQ",NA,"east_monteregie",55032,0.501093051991256,0.498906948008744,0.138389886892881,0.143237334854101,0.164528086683775,0.232392358140861,0.243703070050376,0.0779393593764851,0.838670411985019,0.00888931370674823,0.976103995411967,0.0150066908812847,0.363001396926761,0.447016563560168,0.189782478547196,0.471542025148908,0.404147363776748,0.124310611074344,0.4979,0.2305,0.1128,0.1338,0
434,"André Bachand","prov","Richmond",132,NA,"CAQ",NA,"estrie",82089,0.504840397697541,0.495225013082156,0.19328885400314,0.15541601255887,0.194727891156463,0.217490842490842,0.190214547357405,0.0487964416535845,0.773471756512768,0.0404193590927074,0.943162336806013,0.0162864301727548,0.28388786198398,0.473813924830561,0.242606284658041,0.415079043372517,0.403972436157276,0.180948520470207,0.3964,0.1784,0.1981,0.189,0.0082
435,"Harold Lebel","prov","Rimouski",838,NA,"PQ",NA,"bas_saint_laurent",57191,0.491308325709058,0.508691674290942,0.148947849954254,0.167886550777676,0.176212259835316,0.22067703568161,0.217749313815188,0.0685269899359561,0.827882037533512,0.00680522346882472,0.985286003310649,0.00781681074121758,0.333014170815779,0.453466104940636,0.21390271926465,0.37082034189872,0.394258681862165,0.234920976239114,0.249,0.4392,0.1233,0.1743,0
436,"Denis Tardif","prov","Rivière-du-Loup-Témiscouata",834,NA,"CAQ",NA,"bas_saint_laurent",63703,0.500962907142259,0.499037092857741,0.150548438415808,0.14142175332831,0.16436406263083,0.23143263836557,0.23503307376706,0.0769488403248765,0.824071056062581,0.00444929482874412,0.991773002014775,0.00377770315648086,0.37386343376716,0.458013906222143,0.168122660010697,0.453084959589986,0.404494382022472,0.142420658387542,0.3918,0.1525,0.3346,0.1103,0
437,"Carlos J. Leitão","prov","Robert-Baldwin",316,NA,"PLQ",NA,"west_mtl",77277,0.486746036966388,0.513253963033612,0.173321055054923,0.191541143195422,0.17457080839308,0.220417022955995,0.173452608037887,0.0666973623626916,0.787292636548423,0.378927391579391,0.214662261896394,0.406480635411542,0.235357527847646,0.434423284225656,0.330219187926698,0.387443303891144,0.276597437733747,0.335959258375109,0.1132,0.0327,0.7385,0.0434,0
438,"Philippe Couillard","prov","Roberval",930,NA,"PLQ",NA,"saguenay",55230,0.504953245069901,0.494954170910101,0.162299787056754,0.147393759837052,0.167114156096658,0.236181835015276,0.218313119155634,0.0686973428386261,0.809311630444667,0.00222737819025522,0.98969837587007,0.00798143851508121,0.354332313965341,0.465647298674822,0.180632008154944,0.454515308942191,0.424671161711065,0.120813529346745,0.2416,0.1902,0.4246,0.107,0.011
439,"Vincent Marissal","prov","Rosemont",356,NA,"QS",NA,"east_mtl",76841,0.475468269499581,0.524461839530333,0.155856863293263,0.171232876712329,0.250069890970087,0.203452613922281,0.148867766284596,0.0704500978473581,0.824263742327057,0.0335885582201676,0.728546662814216,0.238009245882693,0.411654387139987,0.415137307434695,0.173342263898192,0.353978637078745,0.29096629957771,0.355055063343546,0.1556,0.2843,0.1677,0.3525,0
440,"Louis-Charles Thouin","prov","Rousseau",576,NA,"CAQ",NA,"lanaudiere",58454,0.517188103514871,0.482715334105832,0.187234453456933,0.17728852838934,0.195828505214369,0.233487833140209,0.160583236770954,0.0455774430281962,0.782947226761511,0.0135332489533638,0.972349333073703,0.0140200564696719,0.307870907824472,0.507778035755746,0.184815416763408,0.526797385620915,0.394771241830065,0.0784313725490196,0.5324,0.2635,0.0522,0.13,0.0119
441,"Émilise Lessard-Therrien","prov","Rouyn-Noranda-Témiscamingue",636,NA,"QS",NA,"abitibi",57735,0.504104943780118,0.495984294128146,0.171158308049259,0.178386578618597,0.180082098875602,0.233892557558451,0.177494199535963,0.0588077815456006,0.799492163558357,0.0516419253261359,0.934053081421502,0.0143949617633828,0.32182562902282,0.416617905207724,0.261751511605227,0.448966408268734,0.383397932816538,0.167635658914729,0.3033,0.1831,0.1639,0.3208,0.0067
442,"Geneviève Hébert","prov","Saint-François",110,NA,"CAQ",NA,"estrie",78615,0.493137524018666,0.506862475981334,0.168885533900631,0.197639308262421,0.181306615426846,0.203335163326928,0.183502607740873,0.065262146582487,0.801456212499157,0.0729116033608777,0.882091521422123,0.0450663148392473,0.383985712159548,0.448727489209704,0.166989135287989,0.444930647291942,0.379953764861295,0.175115587846764,0.3473,0.1619,0.233,0.2268,0.0132
443,"Dominique Anglade","prov","Saint-Henri-Sainte-Anne",326,NA,"PLQ",NA,"west_mtl",84550,0.494730640832624,0.505269359167376,0.138508869542449,0.231262682463834,0.268900962230805,0.188845977613406,0.125810041238463,0.0466714669110427,0.838238160202689,0.19389427673815,0.560647452533807,0.245458270728043,0.407848101265823,0.416075949367089,0.176075949367089,0.380717216228537,0.253456921440511,0.365825862330953,0.1868,0.1147,0.3806,0.2383,0
444,"Chantal Soucy","prov","Saint-Hyacinthe",260,NA,"CAQ",NA,"east_monteregie",77636,0.492822966507177,0.507177033492823,0.165869218500797,0.176964149504195,0.183343734831149,0.22099715692393,0.187781707232508,0.0649746896886485,0.8095302103636,0.00847042352117606,0.954217710885544,0.0373118655932797,0.34009009009009,0.466816816816817,0.193093093093093,0.496009975062344,0.361429758935993,0.142560266001662,0.52,0.1598,0.1411,0.1672,0
445,"Louis Lemieux","prov","Saint-Jean",212,NA,"CAQ",NA,"west_monteregie",79469,0.492810284275396,0.507123451063548,0.167848386455503,0.177059174342323,0.192565105029488,0.226028758862898,0.178318202902392,0.0579815784242264,0.801795896965327,0.025708148744798,0.949523425963217,0.0247684252919855,0.30438021454112,0.442342073897497,0.253724672228844,0.455124631679541,0.375726686310424,0.169148682010034,0.395,0.3099,0.1164,0.1444,0.0056
446,"Youri Chassin","prov","Saint-Jérôme",526,NA,"CAQ",NA,"laurentides",80213,0.485995085995086,0.514004914004914,0.154580554580555,0.183713583713584,0.18034398034398,0.221551421551422,0.188136188136188,0.0716742716742717,0.818724689409019,0.0156083717630365,0.95317488471089,0.0312167435260731,0.37553871303314,0.447317580621192,0.17744092732947,0.492816211278133,0.375134955568474,0.132048833153393,0.4374,0.2742,0.0897,0.1585,0.0075
447,"Marwah Rizqy","prov","Saint-Laurent",318,NA,"PLQ",NA,"west_mtl",93909,0.490915246586164,0.509084753413836,0.205732987247489,0.177970883647444,0.22615957566866,0.199131023586503,0.127976526351428,0.063085430538314,0.762323057125273,0.148514258327342,0.314282290917805,0.537203450754853,0.319894829097283,0.41571720712825,0.263949751679813,0.369138959931799,0.239769820971867,0.391091219096334,0.1516,0.0647,0.6197,0.0862,0
448,"Manon Massé","prov","Sainte-Marie-Saint-Jacques",330,NA,"QS",NA,"east_mtl",66864,0.554444811632518,0.445472571050892,0.087491738268341,0.276520158625248,0.286847323198943,0.182666886979511,0.128635161929941,0.0381692002643754,0.901281635301752,0.120006842870584,0.668890599606535,0.211188093405183,0.447282992237121,0.372618207480593,0.179675370501059,0.262857660268019,0.232796088373778,0.504346251358204,0.1099,0.1399,0.2115,0.4928,0.0029
449,"Christopher Skeete","prov","Sainte-Rose",470,NA,"CAQ",NA,"laval",74993,0.490471485036702,0.509599096555618,0.199887069452287,0.178430265386787,0.197346132128741,0.251058723884811,0.133046301524562,0.040231507622812,0.760892370095811,0.0587544927748845,0.700652827697499,0.240592679527617,0.148553557466771,0.442533229085223,0.409108678655199,0.384506793718017,0.339685900829363,0.27580730545262,0.3684,0.145,0.3012,0.1388,0
450,"Danielle McCann","prov","Sanguinet",230,NA,"CAQ",NA,"west_monteregie",58601,0.498698400892525,0.501394570472295,0.187616214206025,0.185477872815173,0.206489401264411,0.238750464856824,0.139550018594273,0.0421160282632949,0.780342037513792,0.0442025556081401,0.891717936583057,0.0640795078088026,0.194075829383886,0.455924170616114,0.350473933649289,0.470076667810962,0.371209520540108,0.15871381164893,0.4354,0.2477,0.1398,0.1472,0
451,"Christine Labrie","prov","Sherbrooke",116,NA,"QS",NA,"estrie",72419,0.490301892695135,0.509698107304865,0.138354450179884,0.236274049741905,0.176051931800407,0.193336461755045,0.174878773658689,0.0808697012357266,0.83675337554352,0.0320584034280273,0.867163942231392,0.100936359308046,0.443833943833944,0.401098901098901,0.155067155067155,0.37103949160236,0.334453018610985,0.294507489786655,0.2339,0.1459,0.2467,0.3427,0.0045
452,"Marilyne Picard","prov","Soulanges",220,NA,"CAQ",NA,"west_monteregie",78060,0.503303809925489,0.496555602418108,0.193378321383383,0.164346970336005,0.195627723885843,0.239983129481231,0.161113454238718,0.045409813018417,0.770324919815925,0.208918841410955,0.743332377401778,0.0478204760539145,0.19809455329858,0.437174186589969,0.364731260111451,0.419818720585672,0.376503398989019,0.203677880425309,0.3923,0.1025,0.3374,0.1155,0.0075
453,"Lionel Carmant","prov","Taillon",250,NA,"CAQ",NA,"south_shore",74569,0.484704484704485,0.515295515295515,0.161716661716662,0.182952182952183,0.192901692901693,0.226165726165726,0.175304425304425,0.0611820611820612,0.814378612716763,0.0276318794245261,0.831468371774378,0.140823627921139,0.295811518324607,0.446171465968586,0.258017015706806,0.387668320340184,0.323440822111977,0.288890857547838,0.3376,0.2808,0.1674,0.1768,0
454,"Catherine Dorion","prov","Taschereau",730,NA,"QS",NA,"capitale_nationale",64042,0.489026637627743,0.511057128497236,0.0862791087284302,0.217624392695594,0.212933489696767,0.186379628078405,0.207991288323002,0.0890433908527392,0.900345337937839,0.0267234042553192,0.905787234042553,0.0675744680851064,0.430523609795697,0.410905154918144,0.158435935597348,0.27300219941349,0.281341642228739,0.445656158357771,0.1898,0.1764,0.1766,0.4252,0.0042
455,"Pierre Fitzgibbon","prov","Terrebonne",542,NA,"CAQ",NA,"lanaudiere",80607,0.497072875311217,0.502927124688783,0.197900545050804,0.17529103021331,0.206446403337595,0.233900814211695,0.149384294462015,0.0373460736155037,0.765652232202708,0.0239076669414674,0.900590821654301,0.0755015114042319,0.202312138728324,0.440182168505868,0.357155368716062,0.424412751677852,0.389765100671141,0.185822147651007,0.4297,0.2949,0.1212,0.1286,0.0059
456,"Jean Boulet","prov","Trois-Rivières",660,NA,"CAQ",NA,"mauricie",70872,0.483534198203731,0.516465801796269,0.132724341751746,0.198434021647348,0.168803254778537,0.210178859292239,0.208106240884317,0.0816765180010747,0.846364985163205,0.0111455108359133,0.951702786377709,0.0371517027863777,0.434383784583518,0.397691966267199,0.167776298268975,0.393309142401983,0.359677847597133,0.247013010000885,0.4107,0.1543,0.2284,0.1718,0
457,"Denis Lamothe","prov","Ungava",938,NA,"CAQ",NA,"north",45740,0.509169609294908,0.490716482515093,0.279188973687208,0.235903861487641,0.192846565668072,0.177924592778221,0.0920378175190796,0.022098188859779,0.675334909377463,0.0467064493917833,0.328436997934358,0.624856552673858,0.186471663619744,0.429250457038391,0.383912248628885,0.594530509010433,0.30761934871957,0.0978501422699968,0.2651,0.2597,0.2492,0.1653,0
458,"Ian Lafrenière","prov","Vachon",240,NA,"CAQ",NA,"south_shore",71643,0.489732749509286,0.510342744979617,0.170768533897026,0.18103578438774,0.200135890080024,0.235995772308622,0.168503699229956,0.0436358145855352,0.794908488363335,0.0625485022505044,0.787133322986187,0.150473381964923,0.191489361702128,0.482142857142857,0.325987841945289,0.417296313154301,0.361857077833409,0.22084660901229,0.4361,0.1704,0.2103,0.145,0.0056
459,"Mario Asselin","prov","Vanier-Les Rivières",726,NA,"CAQ",NA,"capitale_nationale",76996,0.485796653072704,0.514203346927296,0.146885107579806,0.178737167768246,0.19919842497539,0.209745464772887,0.190198284348193,0.0752355505554774,0.831216600735651,0.0105136037507992,0.935426582368402,0.0540598138807985,0.288263455679675,0.475409836065574,0.236471782968229,0.378781633830682,0.362624680570439,0.258593685598879,0.451,0.0995,0.2556,0.1221,0.006
460,"Marie-Claude Nichols","prov","Vaudreuil",224,NA,"PLQ",NA,"west_monteregie",84540,0.492784992784993,0.507215007215007,0.203200839564476,0.165420438147711,0.217893217893218,0.229174865538502,0.143578643578644,0.0407319952774498,0.761573472041613,0.247698915933729,0.589077520965433,0.163291743369469,0.179124579124579,0.467508417508417,0.353703703703704,0.402074586317609,0.354820120194287,0.243105293488104,0.3263,0.1005,0.3992,0.1005,0.009
461,"Suzanne Dansereau","prov","Verchères",256,NA,"CAQ",NA,"east_monteregie",80313,0.498884807137234,0.501115192862766,0.195224350564156,0.177512463920231,0.205982681710837,0.237995276830228,0.147927053266859,0.0353581737076883,0.770036871725209,0.0169166721733959,0.958765611577348,0.0243837969999339,0.164829659318637,0.44121576486306,0.394121576486306,0.387023149657646,0.390120639060972,0.222856211281382,0.3749,0.3567,0.0882,0.1476,0
462,"Isabelle Melançon","prov","Verdun",300,NA,"PLQ",NA,"west_mtl",70376,0.483514035348285,0.516485964651715,0.144289321253527,0.182979355413634,0.262438734590821,0.200282192187732,0.152680825783455,0.0574780929748998,0.83677838476303,0.165940200351763,0.610461114934618,0.223522214575208,0.346278317152104,0.420123565754634,0.233451015004413,0.321096936561659,0.248719951401545,0.430183112036796,0.2038,0.1262,0.3551,0.2395,0
463,"Frantz Benjamin","prov","Viau",358,NA,"PLQ",NA,"east_mtl",70417,0.492346570397112,0.507581227436823,0.192418772563177,0.200649819494585,0.225559566787004,0.1985559566787,0.120649819494585,0.0618772563176895,0.774877415633112,0.0379920659139457,0.432102532804394,0.52990540128166,0.468600682593857,0.439078498293515,0.0926621160409556,0.526329906124274,0.27679928475637,0.196870809119356,0.1573,0.0831,0.4663,0.2433,0
464,"Jean Rousselle","prov","Vimont",476,NA,"PLQ",NA,"laval",60302,0.487406398910824,0.512593601089176,0.172055820285909,0.190095302927161,0.179628999319265,0.254169503063308,0.151889040163377,0.0520762423417291,0.796132688781464,0.0726658967753398,0.647774717953274,0.279559385271387,0.183926159387663,0.436515083295813,0.379333633498424,0.394244604316547,0.354265159301131,0.251490236382323,0.3487,0.1239,0.3669,0.1152,0.0042
465,"Jennifer Maccarone","prov","Westmount-Saint-Louis",332,NA,"PLQ",NA,"west_mtl",86252,0.506474519632414,0.493525480367586,0.0866750208855472,0.345446950710109,0.202798663324979,0.14891395154553,0.140072403230298,0.0760233918128655,0.896542242386746,0.331285202252944,0.259161729207812,0.409626216077829,0.48603764300652,0.274326485422561,0.239512855209743,0.241042841896631,0.15169995426132,0.607257203842049,0.0968,0.0507,0.6671,0.1025,0
