mp_id,name,characteristics
438,Philippe Couillard,"Philippe Couillard,Strong advocate for public healthcare,Believes in increased autonomy for Quebec through greater control of financial resources,Supports innovative green initiatives,Favors increased immigration to Quebec,Promotes international investment in the province,Supports fiscal responsibility,Promises to limit government spending,Believes in greater inclusion of Indigenous peoples,Supports improved trade relations with Europe,Encourages dialogue and cooperation with other provinces."
439,Vincent Marissal,"Vincent Marissal, Equality-promoting, Labour-rights-oriented, Pro-environment, Progressive-Party-aligned, Sustainable-development-emphasizing, Social-justice-advocating, Supportive-of-indigenous-peoples, Immigration-and-refugee-welcoming, Taxation-reducing, Education-focused."
440,Louis-Charles Thouin,"Louis-Charles Thouin, Defended Farmers' Rights, Reliance on frugal government, Expansion of public services, Promotion of education, Tolerance of religious minorities, Proponent of civil liberties, Promoted public works, Protection of natural resources, Support for workers' rights, Promotion of French culture."
441,Émilise Lessard-Therrien,"Émilise Lessard-Therrien, Feminist, Inclusive, Pro-environment, Anti-poverty, Pro-LGBTQ rights, Pro-arts and culture, Pro-Indigenous communities, Pro-Canadian Armed Forces, Pro-social services, Pro-affordable housing."
442,Geneviève Hébert,"Geneviève Hébert,Advocate for Equality,Promotion of Human Rights,Support for Tourism and Trade,Solidarity with Workers,Protection of the Environment,Strong Promotion of Francophone Culture,Initiator of Social Initiatives,Encouragement of Job Creation,Advocate for Fiscal Responsibility,Advocates for Minority Rights."
443,Dominique Anglade,"Dominique Anglade, Climate Action Advocate, Supports Economic Diversification, Accessible Education, Access to Safe Communities, Worker's Rights Advocate, Relationship-Building with Indigenous Communities, Innovation and Technology Focused, Inclusive Decision-Making, Advocate for Women's Rights and Gender Equality, Gender and Social Diversity Advocate."
444,Chantal Soucy,"Chantal Soucy, Pro-Environment, Social Justice Advocate, Anti-Harassment, Intersectional Feminist, Inclusive Decision-Maker, Respectful of Diverse Experiences, Forward-Thinking Agenda, Intensely Pro Quebec, Investing in Youth, Equality and Equity Promotor."
445,Louis Lemieux,"Louis Lemieux, Pro-regulation, Fiscally Responsible, Pro-Separation, Pro-Small Business, Pro-Employment, Pro-Science and Technology, Pro-Education, Pro-Environment, Pro-Health Care, Pro-Ideological Diversity"
446,Youri Chassin,"Youri Chassin, Pro-Eurocentric, Environmentalist, Social Democrat, Fiscal Pragmatist, Anti-Neoliberal, Trade Liberalizer, Pro-Business, Regional Investment Advocate, Pro-Immigration, Anti-Discrimination."
447,Marwah Rizqy,"Marwah Rizqy, Advocates Indigenous Rights, Committed to Achieving Gender Equality, Supports Small Businesses, Fights Systemic Racism, Focuses on Environmental Sustainability, Promotes Inclusivity and Diversity, Dedicated to Welding Services, Fighting for Equality of Access to Quality Education, Supporting a Tax System That Fosters Investment, Committed to Creating Opportunities for All."
448,Manon Massé,"Manon Massé, Pro-environmental, Pro-LGBTQ+ rights, Progressive and social justice, Pro rental rights, Pro-labor union rights, Focuses on regional economic development, Pro-consumer rights, Pro-affordable housing, Pro-bike lanes, Pro-women's rights.$"
449,Christopher Skeete,"Christopher Skeete, Fiscal Responsibility, Respect for Local Governments, Social Entrepreneurship, Job Creation, Business Growth, Affordable Housing Assistance, Infrastructure Development, Environmental Sustainability, Commitment to Quality Education, Support for Multiculturalism."
450,Danielle McCann,"Danielle McCann, Pro-environmental, Communities-supportive, Pro-equality, Pro-worker, Economic-development, Pro-social assistance, Progress-oriented, Pro-family, Pro-migration, Pro-infrastructure"
451,Christine Labrie,"Christine Labrie,Supports bilingualism,Supports legalizing cannabis,Recognition of Indigenous peoples,Promotes Quebec culture and language,Protection of the environment,Reduction of poverty,Access to affordable housing,Reduction of income inequality,Supports youth employment,Advocates for public health services and long-term care."
452,Marilyne Picard,"Marilyne Picard, Pro-Environmental Protection, Pro-Healthcare, Pro-Indigenous Rights, Pro-Labour Rights, Pro-Religious Freedom, Pro-Women's Rights, Pro-LGBTQ Rights, Pro-Universal Child Care, Pro-Rights of the Special Needs Community, Pro-Immigrant Rights"
453,Lionel Carmant,"Lionel Carmant, Promoting Education, Establishing Early Learning Centres, Improving Mental Health Services, Negotiating Revenues from Ottawa to Improve Social and Health Services, Respecting Quebec Traditions and Culture, Advocating for Better Public Transit Systems,green policies, Immigration Reform, Fighting for Social Justice, Protecting Natural Resources."
454,Catherine Dorion,"Catherine Dorion, Liberal Leftist, Environmentalist, Pro-Indigenous Rights, Anti-Discrimination, Anti-Domestic Violence, Pro-Public Services, Anti-Privatization, Pro-Accountability, Pro-Food Security, Pro-Affordable Housing."
455,Pierre Fitzgibbon,"Pierre Fitzgibbon, Pro-business,Tax reforms,Environmentalism,Job growth,Education Reforms,Employment insurance reform,Tax credits,Reducing poverty,Merit-based politics,Progressive social measures"
456,Jean Boulet,"Jean Boulet, Pro-Environment, Pro-Labor, Pro-Multiculturalism, Pro-Equality, Pro-Gun Control, Pro-Education, Pro-Infrastructure, Pro-Business, Pro-Healthcare, Pro-Immigration."
457,Denis Lamothe,"Denis Lamothe, Pro-Family, Pro-Inclusion, Pro-Environmental, Fiscal Discipline, Fiscal Transparency, Pro-Public Services, Pro-Economic Diversity, Support of Canadian Armed Forces, Support of Small Business, Pride in Quebecosity."
458,Ian Lafrenière,"Ian Lafrenière,Committed to defending Quebec's interests,Focused on the fight against poverty and tax optimization,Supports an open and responsible immigration policy,Advocates for balanced economic and social development,Pushes for the modernization of the workforce,Committed to improving regional mobility,Dedicated to addressing the impacts of climate change,Championing the culture and identity of Quebec,Supports the advancement of rural areas in Quebec,Advocate of improved performance in health care services."
459,Mario Asselin,"Mario Asselin, Fiscal Responsibility, Environmental Sustainability, Intercultural Harmonization, Economic Development, Social Justice, Quality Education, Affordable Care, Democracy Respect, Abuse Alleviation, Gun Safety."
460,Marie-Claude Nichols,"Marie-Claude Nichols,Fierce Defender of the Rights of Quebeckers,Support for Outreach Programs for the Environment and Arts,Advocacy for Early Education,Strengthening Immigration and Cultural Cohesion,Focused Poverty Reduction Strategies,Promotion of Health Care Systems,Commitment to Reconciling with Indigenous Peoples,Stronger Business Regulations,Industrial and Trade Development Promotion,Solidarity with Workers and Unions."
461,Suzanne Dansereau,"Suzanne Dansereau,Committed to environmental protection, Strong promoter of Canadian official language rights, Supports social justice, Supports child and family care, Supports sustainable economic development, Promotes free and fair trade, Supports public transportation, Supports accessible health care, Advocates for citizen security and public safety, Special attention to the needs of youth."
462,Isabelle Melançon,"Isabelle Melançon,Promote strong provincial autonomy,Support a nation-building agenda,Strong proponent of cultural diversity,Advocate for urban public transit,Defend the environment,Endorse the fight against poverty,Advance youth involvement in politics,Back gender equality policies,Calls for improved interprovincial trade,Encourage national reconciliation."
463,Frantz Benjamin,"Frantz Benjamin,Pro-Labor Union, Pro-Environmental Protection, Pro-Indigenous Rights, Pro-Immigration Reform, Anti-Tax Evasion, Pro-Social Welfare Spending, Anti-Public Speculation, Pro-Front-Line Healthcare Spending, Pro-Quebec Secession Referendum, Pro-State Secession Rights"
464,Jean Rousselle,"Jean Rousselle,Advocacy for strong public health care,Defense of Indigenous rights,Support for small businesses,Promotion of Francophone culture and language,Strengthening of regional trade opportunities,Encouragement of responsible environmental stewardship,Support for the development of renewable energy sources,Ensuring the safety and security of citizens,Advocate for social housing initiatives,Combatting poverty and food insecurity."
465,Jennifer Maccarone,"Jennifer Maccarone,Supportive of Natural Resources,Advocate for Equality and Inclusion,Promotes Harm Reduction Initiatives,Supports Entrepreneurship and Innovation,Prioritizes Climate Action,Promoting Sustainable Economic Development,Advancing Research and Inclusivity in Education,Supports Fiscal Support for Families,Campaigns for Improved Mental Health Initiatives,Advocating for Revitalized Infrastructure"
